id,id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon,nationalities,causes
134612,134612,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-11,Regional Mixed Migration Secretariat,Unverified,13.00750732,36.1519165,['Unknown'],['Violence/Homicide']
134613,134613,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-11,Regional Mixed Migration Secretariat,Unverified,26.92510986,14.65588379,['Unknown'],['Medical/Illness']
134614,134614,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-12,Regional Mixed Migration Secretariat,Unverified,12.93927002,36.128479,['Unknown'],['Violence/Homicide']
134615,134615,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,6.0,North Africa,2016-02-12,Regional Mixed Migration Secretariat,Unverified,23.47491455,22.32849121,['Unknown'],"['Exposure', 'Medical/Illness']"
134616,134616,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-02-12,Regional Mixed Migration Secretariat,Unverified,13.93188477,35.41992188,['Unknown'],['Violence/Homicide']
134617,134617,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-12,Regional Mixed Migration Secretariat,Unverified,23.32269287,21.81488037,['Unknown'],"['Exposure', 'Medical/Illness']"
134618,134618,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-02-16,Regional Mixed Migration Secretariat,Unverified,24.01727295,32.36029053,['Unknown'],"['Drowning/Asphyxiation', 'Exposure', 'Medical/Illness']"
134619,134619,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,8.5546875,47.13128662,['Unknown'],['Medical/Illness']
134620,134620,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,12.59967041,37.44848633,['Unknown'],['Violence/Homicide']
134621,134621,Vehicle_Accident,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,9.25567627,42.80267334,['Unknown'],['Vehicular/Mechanical']
134622,134622,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,26.95770264,14.46350098,['Unknown'],['Medical/Illness']
134623,134623,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,12.95269775,36.18768311,['Unknown'],['Violence/Homicide']
134624,134624,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,32.42791748,13.64208984,['Unknown'],['Medical/Illness']
134625,134625,Excessive_physical_abuse,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,12.96148682,36.14849854,['Unknown'],['Violence/Homicide']
134626,134626,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,6.0,North Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,30.21472168,20.14031982,['Unknown'],['Medical/Illness']
134627,134627,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,5.0,North Africa,2016-02-17,Regional Mixed Migration Secretariat,Unverified,23.30908203,21.85369873,['Unknown'],['Medical/Illness']
134628,134628,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,18.73608398,28.65228272,['Unknown'],['Medical/Illness']
134629,134629,"Starvation, Dehydration",Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,17.703125,38.36669922,['Unknown'],['Exposure']
134630,134630,Vehicle_Accident,Horn of Africa,Unknown,0.0,2.0,Sub-Saharan Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,-9.040710449,32.96307373,['Unknown'],['Vehicular/Mechanical']
134631,134631,Harsh_weather_lack_of_adequate_shelter,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,15.47369385,36.41687012,['Unknown'],['Exposure']
134632,134632,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,6.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,30.21472168,20.14031982,['Unknown'],['Medical/Illness']
134633,134633,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,16.67431641,33.44970703,['Unknown'],['Medical/Illness']
134634,134634,Sickness_and_lack_of_access_to_medicines Shot_or_Stabbed,Horn of Africa,Unknown,0.0,25.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,23.1796875,22.18011475,['Unknown'],"['Violence/Homicide', 'Medical/Illness']"
134635,134635,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,14.00769043,35.44189453,['Unknown'],['Medical/Illness']
134636,134636,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,23.14428711,21.78588867,['Unknown'],['Medical/Illness']
134637,134637,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,15.47528076,36.46667481,['Unknown'],['Medical/Illness']
134638,134638,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,27.00872803,14.44909668,['Unknown'],['Medical/Illness']
134639,134639,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,6.0,Horn of Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,11.57427979,37.36132813,['Unknown'],['Violence/Homicide']
134640,134640,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,22.03088379,23.95031738,['Unknown'],['Medical/Illness']
134641,134641,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,14.27587891,33.51391602,['Unknown'],['Violence/Homicide']
134642,134642,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,8.0,North Africa,2016-02-18,Regional Mixed Migration Secretariat,Unverified,23.276916500000002,21.8270874,['Unknown'],['Medical/Illness']
134643,134643,"Suffocation, Other",Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-19,Regional Mixed Migration Secretariat,Unverified,27.73370361,30.79071045,['Unknown'],['Drowning/Asphyxiation']
134644,134644,Vehicle_Accident,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-02-19,Regional Mixed Migration Secretariat,Unverified,15.44732666,32.57867432,['Unknown'],['Vehicular/Mechanical']
134645,134645,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-20,Regional Mixed Migration Secretariat,Unverified,24.08892822,32.89990234,['Unknown'],['Medical/Illness']
134646,134646,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,23.79089356,32.74212647,['Unknown'],['Medical/Illness']
134647,134647,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,13.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,23.29211426,22.03027344,['Unknown'],['Violence/Homicide']
134648,134648,Vehicle_Accident,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,14.01208496,35.41448975,['Unknown'],['Vehicular/Mechanical']
134649,134649,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,20.56347656,23.5546875,['Unknown'],"['Exposure', 'Medical/Illness']"
134650,134650,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,6.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,20.39868164,24.43371582,['Unknown'],"['Exposure', 'Medical/Illness']"
134651,134651,Suffocation,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,15.50872803,32.60467529,['Unknown'],['Drowning/Asphyxiation']
134652,134652,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,10.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,14.00091553,35.38153076,['Unknown'],['Violence/Homicide']
134653,134653,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,20.53308106,23.90631104,['Unknown'],['Medical/Illness']
134654,134654,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,12.96008301,36.15393066,['Unknown'],['Medical/Illness']
134655,134655,Vehicle_Accident,Horn of Africa,Unknown,0.0,30.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,26.11987305,14.77050781,['Unknown'],['Vehicular/Mechanical']
134656,134656,Vehicle_Accident,Horn of Africa,Unknown,0.0,5.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,15.46710205,32.59448242,['Unknown'],['Vehicular/Mechanical']
134657,134657,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,21.27209473,22.67590332,['Unknown'],"['Exposure', 'Medical/Illness']"
134658,134658,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,22.00750732,23.46691895,['Unknown'],['Medical/Illness']
134659,134659,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,16.67431641,33.44970703,['Unknown'],['Medical/Illness']
134660,134660,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,Horn of Africa,Unknown,0.0,28.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,22.23132324,23.02728272,['Unknown'],"['Exposure', 'Medical/Illness']"
134661,134661,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,12.95947266,36.14727783,['Unknown'],['Violence/Homicide']
134662,134662,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,6.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,26.94470215,14.58990479,['Unknown'],['Medical/Illness']
134663,134663,Other,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,12.96148682,36.14849854,['Unknown'],['Unknown']
134664,134664,Starvation,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-21,Regional Mixed Migration Secretariat,Unverified,23.16369629,23.22509766,['Unknown'],['Exposure']
134665,134665,Vehicle_Accident,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-03-01,Regional Mixed Migration Secretariat,Unverified,17.85992432,29.09191895,['Unknown'],['Vehicular/Mechanical']
134666,134666,Vehicle_Accident,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-03-05,Regional Mixed Migration Secretariat,Unverified,15.52832031,32.39868164,['Unknown'],['Vehicular/Mechanical']
134667,134667,Starvation Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-03-07,Regional Mixed Migration Secretariat,Unverified,23.56988525,33.26672363,['Unknown'],"['Drowning/Asphyxiation', 'Exposure', 'Violence/Homicide']"
134668,134668,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-08,Regional Mixed Migration Secretariat,Unverified,14.00488281,35.41992188,['Unknown'],['Medical/Illness']
134669,134669,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-03-08,Regional Mixed Migration Secretariat,Unverified,6.760681152,40.30889893,['Unknown'],['Medical/Illness']
134670,134670,Sickness_and_lack_of_access_to_medicines Suffocation,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-08,Regional Mixed Migration Secretariat,Unverified,24.05230713,32.9755249,['Unknown'],"['Drowning/Asphyxiation', 'Medical/Illness']"
134671,134671,Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-12,Regional Mixed Migration Secretariat,Unverified,17.70147705,34.00848389,['Unknown'],"['Exposure', 'Violence/Homicide']"
134672,134672,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-03-14,Regional Mixed Migration Secretariat,Unverified,8.388916016,48.46832275,['Unknown'],"['Exposure', 'Medical/Illness']"
134673,134673,Sickness_and_lack_of_access_to_medicines Dehydration Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-14,Regional Mixed Migration Secretariat,Unverified,15.64770508,32.48071289,['Unknown'],"['Exposure', 'Violence/Homicide', 'Medical/Illness']"
134674,134674,Excessive_physical_abuse Sexual_abuse,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-14,Regional Mixed Migration Secretariat,Unverified,22.12792969,31.12432861,['Unknown'],['Violence/Homicide']
134675,134675,Vehicle_Accident,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-15,Regional Mixed Migration Secretariat,Unverified,18.02392578,34.02868652,['Unknown'],['Vehicular/Mechanical']
134676,134676,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,10.43109131,45.00671387,['Unknown'],"['Exposure', 'Medical/Illness']"
134677,134677,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,12.95452881,36.1572876,['Unknown'],['Medical/Illness']
134678,134678,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,6.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,14.01611328,35.37872315,['Unknown'],['Violence/Homicide']
134679,134679,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,11.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,21.49707031,21.42327881,['Unknown'],['Medical/Illness']
134680,134680,Starvation,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,12.077087400000002,24.85388184,['Unknown'],['Exposure']
134681,134681,Vehicle_Accident,Horn of Africa,Unknown,0.0,20.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,21.80352783,22.23632813,['Unknown'],['Vehicular/Mechanical']
134682,134682,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,12.03552246,24.86212158,['Unknown'],['Medical/Illness']
134683,134683,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,5.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,26.98468018,14.4375,['Unknown'],['Violence/Homicide']
134684,134684,Suffocation,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,15.59869385,32.63208008,['Unknown'],['Drowning/Asphyxiation']
134685,134685,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,22.02770996,22.69787598,['Unknown'],"['Exposure', 'Medical/Illness']"
134686,134686,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,10.796875,34.32128906,['Unknown'],['Violence/Homicide']
134687,134687,Starvation Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,22.0770874,31.0692749,['Unknown'],"['Drowning/Asphyxiation', 'Exposure', 'Violence/Homicide']"
134688,134688,Vehicle_Accident,Horn of Africa,Unknown,0.0,6.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,23.93151856,32.41247559,['Unknown'],['Vehicular/Mechanical']
134689,134689,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa,Unknown,0.0,9.0,North Africa,2016-03-17,Regional Mixed Migration Secretariat,Unverified,17.58447266,33.44250488,['Unknown'],"['Drowning/Asphyxiation', 'Exposure', 'Medical/Illness']"
134690,134690,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-19,Regional Mixed Migration Secretariat,Unverified,20.69769287,25.13671875,['Unknown'],['Medical/Illness']
134691,134691,Vehicle_Accident,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-03-20,Regional Mixed Migration Secretariat,Unverified,15.53588867,32.63970947,['Unknown'],['Vehicular/Mechanical']
134692,134692,Vehicle_Accident,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-03-20,Regional Mixed Migration Secretariat,Unverified,14.01947022,35.37670898,['Unknown'],['Vehicular/Mechanical']
134693,134693,Starvation Suffocation Excessive_physical_abuse,Horn of Africa,Unknown,0.0,5.0,North Africa,2016-03-20,Regional Mixed Migration Secretariat,Unverified,30.79492188,33.17871094,['Unknown'],"['Drowning/Asphyxiation', 'Exposure', 'Violence/Homicide']"
134694,134694,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-03-20,Regional Mixed Migration Secretariat,Unverified,24.18847656,32.49768066,['Unknown'],['Medical/Illness']
134695,134695,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-03-20,Regional Mixed Migration Secretariat,Unverified,14.01690674,35.41107178,['Unknown'],"['Exposure', 'Medical/Illness']"
134696,134696,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,21.0,North Africa,2016-03-20,Regional Mixed Migration Secretariat,Unverified,20.28607178,24.27990723,['Unknown'],"['Exposure', 'Medical/Illness']"
