id,id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon,nationalities,causes
121778,121778,Presumed drowning,Mixed,Unknown,128.0,0.0,Mediterranean,2016-11-01,IOM Italy,Verified,34.49488421,13.82395055,['Unknown'],['Drowning/Asphyxiation']
122177,122177,,Unknown,Unknown,0.0,0.0,Unknown,,Unknown,Unverified,39.27242406,26.42944866,['Unknown'],['Unknown']
122178,122178,,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-09,Pima County Office of the Medical Examiner,Verified,31.81382003,-112.17923689999999,['Unknown'],['Unknown']
122179,122179,Unknown (Skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-21,Pima County Office of the Medical Examiner,Verified,31.94442873,-112.0693736,['Unknown'],['Unknown']
122180,122180,,Unknown,Unknown,0.0,1.0,Mediterranean,2016-10-24,IOM Italy,Partially Verified,37.46249149,15.07087853,['Unknown'],['Unknown']
122182,122182,Unknown (Mummified remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-26,Pima County Office of the Medical Examiner,Verified,31.86048725,-112.48136090000001,['Unknown'],['Unknown']
122184,122184,Hit by vehicle,Middle East,Syria,0.0,1.0,Europe,2016-10-25,TheLocal.fr,Partially Verified,50.93776396,1.908352024,['Syria'],['Vehicular/Mechanical']
122577,122577,,Horn of Africa,Ethiopia,0.0,10.0,Horn of Africa,2016-10-04,IOm Djibouti,Partially Verified,11.95063089,43.2991405,['Ethiopia'],['Unknown']
122578,122578,Unknown (Skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-09-29,Pima County Office of the Medical Examiner,Verified,31.883812,-112.2561412,['Unknown'],['Unknown']
122579,122579,Unknown (Skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-05,Pima County Office of the Medical Examiner,Verified,31.949089899999997,-112.1133189,['Unknown'],['Unknown']
122580,122580,Unknown (Skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-09,Pima County Office of the Medical Examiner,Verified,31.79514654,-112.283607,['Unknown'],['Unknown']
122581,122581,Unknown (Skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-11,Pima County Office of the Medical Examiner,Verified,31.77179936,-112.08035990000002,['Unknown'],['Unknown']
122582,122582,Unknown (Skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-13,Pima County Office of the Medical Examiner,Verified,31.87448281,-111.9320445,['Unknown'],['Unknown']
122583,122583,,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-13,Pima County Office of the Medical Examiner,Verified,31.79047757,-111.9979624,['Unknown'],['Unknown']
122584,122584,,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-13,Pima County Office of the Medical Examiner,Verified,31.92578168,-112.1133189,['Unknown'],['Unknown']
122585,122585,,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-13,Pima County Office of the Medical Examiner,Verified,31.91645674,-112.1572642,['Unknown'],['Unknown']
122586,122586,Unknown (Skeletal remains),Central America & Mexico,Guatemala,0.0,1.0,U.S./Mexico Border,2016-10-18,Pima County Office of the Medical Examiner,Verified,31.74377498,-111.9320445,['Guatemala'],['Unknown']
122587,122587,Unknown (Skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-23,Pima County Office of the Medical Examiner,Verified,31.96307199,-112.18473,['Unknown'],['Unknown']
122588,122588,Unknown (Skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-10-24,Pima County Office of the Medical Examiner,Verified,31.82315536,-112.55277199999999,['Unknown'],['Unknown']
122589,122589,,Unknown,Unknown,4.0,6.0,Mediterranean,2016-10-25,UNHCR,Partially Verified,35.7981854,16.20886628,['Unknown'],['Unknown']
122977,122977,Dehydration,Central America & Mexico,El Salvador,0.0,1.0,U.S./Mexico Border,2016-10-12,Zocalo,Partially Verified,28.18218414,-100.24793290000001,['El Salvador'],['Exposure']
122978,122978,Drowning,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-10-22,Hoy Tamaulipas,Partially Verified,28.78656699,-100.53880749999999,['Mexico'],['Drowning/Asphyxiation']
122979,122979,Drowning,Middle East / South Asia,Unknown,0.0,1.0,Mediterranean,2016-11-03,IOM Greece,Partially Verified,37.79591132,26.69108355,['Unknown'],['Drowning/Asphyxiation']
122980,122980,,Unknown,Unknown,0.0,1.0,Mediterranean,2016-11-04,UNHCR,Verified,34.63842453,14.58300571,['Unknown'],['Unknown']
122981,122981,"Hyperthermia, Dehydration",Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-04-20,El Imparcial,Partially Verified,29.10506945,-110.944694,['Mexico'],['Exposure']
123377,123377,Fell from train,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2016-10-13,alchileaguascalientes.com,Partially Verified,21.30885493,-102.17252679999999,['Honduras'],['Vehicular/Mechanical']
123378,123378,Drowning,Central America & Mexico,Nicaragua,0.0,1.0,U.S./Mexico Border,2016-10-21,Radio Eco Digital via Facebook,Partially Verified,26.07164192,-98.24756781,['Nicaragua'],['Drowning/Asphyxiation']
123379,123379,Drowning,Central America & Mexico,Honduras,0.0,1.0,U.S./Mexico Border,2016-11-03,Laredo Monitor,Partially Verified,27.46044645,-99.48892287,['Honduras'],['Drowning/Asphyxiation']
123380,123380,,Sub-Saharan Africa,Reported as unspecified national of Africa,12.0,10.0,Mediterranean,2016-11-04,Italian Coast Guard,Verified,34.14888204,13.98974399,['Unknown'],['Unknown']
123381,123381,Drowning,Sub-Saharan Africa,Reported as unspecified national of Africa,0.0,1.0,Mediterranean,2016-11-05,AFP,Partially Verified,32.89571541,14.26602974,['Unknown'],['Drowning/Asphyxiation']
123777,123777,"Drowning, Asphyxiation",Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-16,El Siglo,Partially Verified,28.19378763,-100.2239233,['Mexico'],['Drowning/Asphyxiation']
124177,124177,Drowning,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-08-12,Hoy Tamaulipas,Partially Verified,25.88549113,-97.51201242,['Mexico'],['Drowning/Asphyxiation']
124577,124577,Drowning,Mixed,Reported as unspecified nationals of Africa,22.0,4.0,Mediterranean,2016-11-08,UNHCR,Partially Verified,33.58329684,13.46240024,['Unknown'],['Drowning/Asphyxiation']
125377,125377,Road accident,South Asia,Pakistan,0.0,1.0,Europe,2015-07-15,Calais Migrant Solidarity,Verified,50.93723527,1.8909635740000001,['Pakistan'],['Vehicular/Mechanical']
125777,125777,Drowning,Sub-Saharan Africa,Reported as unspecified nationals of West Africa,1.0,5.0,Mediterranean,2016-11-13,SOS Mediteranee,Verified,35.34298932,15.08837691,['Unknown'],['Drowning/Asphyxiation']
125778,125778,Presumed drowning,Sub-Saharan Africa,Reported as unspecified nationals of West Africa,135.0,0.0,Mediterranean,2016-11-13,IOM Italy,Verified,34.29678635,15.92333784,['Unknown'],['Drowning/Asphyxiation']
125779,125779,Presumed drowning,Unknown,Unknown,3.0,0.0,Mediterranean,2016-11-13,IOM Italy,Partially Verified,33.96941102,12.62743941,['Unknown'],['Drowning/Asphyxiation']
125780,125780,Drowning,Middle East / South Asia,Unknown,0.0,4.0,Mediterranean,2016-11-15,Hellenic Coast Guard,Verified,40.58783735,25.13033024,['Unknown'],['Drowning/Asphyxiation']
125782,125782,Shot,South East Asia,Rohingya,0.0,1.0,Southeast Asia,2016-11-14,AFP,Partially Verified,21.39453321,92.41894231,['Myanmar (Burma)'],['Violence/Homicide']
126178,126178,Drowning,Mixed,Unknown,95.0,4.0,Mediterranean,2016-11-14,IOM Italy,Verified,33.56756815,15.13232222,['Unknown'],['Drowning/Asphyxiation']
126179,126179,Drowning,South East Asia,Venezuela,0.0,1.0,Caribbean,2016-04-03,PanamPost,Partially Verified,12.41207731,-69.88197657,['Venezuela'],['Drowning/Asphyxiation']
126180,126180,Hit by vehicle,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2016-04-13,Noticias de la Frontera,Partially Verified,17.42222614,-91.33626540000002,['Honduras'],['Vehicular/Mechanical']
126181,126181,Heart attack,Caribbean,Cuba,0.0,1.0,South America,2016-09-29,Noticias RPTV,Partially Verified,7.819687403,-77.24050945,['Cuba'],['Medical/Illness']
126577,126577,Drowning,Mixed,Unknown,96.0,7.0,Mediterranean,2016-11-15,IOM Rome,Verified,34.00328351,13.35253696,['Unknown'],['Drowning/Asphyxiation']
126977,126977,Presumed drowning,Unknown,Unknown,25.0,0.0,Mediterranean,2016-11-16,IOM Italy,Verified,33.80267739,15.46191196,['Unknown'],['Drowning/Asphyxiation']
127377,127377,,Caribbean,Cuba,25.0,1.0,Caribbean,2016-02-11,Havana Leaks,Partially Verified,9.383329145,-79.83332632,['Cuba'],['Unknown']
127777,127777,Drowning,Middle East,Syria,3.0,6.0,Mediterranean,2016-11-17,UNHCR,Partially Verified,37.31223352,27.22932411,['Syria'],['Drowning/Asphyxiation']
127778,127778,Mixed,Central America & Mexico,Mixed,0.0,6.0,U.S./Mexico Border,2016-11-17,Washington Post,Verified,27.48192786,-99.37209855,['Unknown'],['Unknown']
128177,128177,Presumed drowning,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-11-20,La Rancherita del Aire,Partially Verified,28.70807918,-100.5114275,['Mexico'],['Drowning/Asphyxiation']
128178,128178,Stabbed,South Asia,Afghanistan,0.0,1.0,Europe,2016-11-20,IOM Belgrade,Partially Verified,44.8032752,20.451394,['Afghanistan'],['Violence/Homicide']
128577,128577,,North Africa,Sudan,0.0,1.0,Europe,2016-03-01,Calais Prefecture,Verified,50.96912409,1.884662754,['Sudan'],['Unknown']
128578,128578,,North Africa,Sudan,0.0,1.0,Europe,2016-07-26,Calais Prefecture,Verified,50.96934029,1.890155918,['Sudan'],['Unknown']
128579,128579,Fell from train,Central America & Mexico,Reported as unspecified national of Central America,0.0,1.0,Central America & Mexico,2016-11-16,El Pinero de la Cuenca,Partially Verified,18.84307438,-96.92086989,['Unknown'],['Vehicular/Mechanical']
128580,128580,,Mixed,Unknown,26.0,2.0,Mediterranean,2016-11-22,MOAS,Partially Verified,33.58329684,13.30859165,['Unknown'],['Unknown']
128581,128581,,Unknown,Unknown,0.0,7.0,Mediterranean,2016-11-21,IOM Italy,Partially Verified,33.78441708,14.7368143,['Unknown'],['Unknown']
128582,128582,Hypothermia,South Asia,Afghanistan,0.0,1.0,Europe,2016-11-22,Sofia Globe,Partially Verified,43.4163924,23.02246093,['Afghanistan'],['Exposure']
128977,128977,Crushed to death,Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2016-04-12,El Siglo,Partially Verified,28.42071113,-100.77226540000001,['Unknown'],['Vehicular/Mechanical']
128978,128978,Drowning,Central America & Mexico,El Salvador,0.0,1.0,Central America & Mexico,2016-05-19,"El Mexico, Record Chiapas",Partially Verified,14.883575,-92.24142239,['El Salvador'],['Drowning/Asphyxiation']
129377,129377,Cervix cancer,Caribbean,Haiti,0.0,1.0,Central America & Mexico,2016-11-09,Presidency of Costa Rica (Official communiqué),Partially Verified,9.913427331,-84.01792981,['Haiti'],['Medical/Illness']
129378,129378,Suicide,South Asia,Afghanistan,0.0,1.0,Europe,2016-11-22,IOM Belgrade,Verified,43.59589735,23.48485441,['Afghanistan'],['Unknown']
129777,129777,Digestive bleeding,South Asia,Nepal,0.0,1.0,Central America & Mexico,2016-05-14,Presidency of Costa Rica (Official communiqué),Partially Verified,9.367276726,-83.7032999,['Nepal'],['Medical/Illness']
130177,130177,Presumed drowning,Sub-Saharan Africa,Ghana,0.0,5.0,Central America & Mexico,2015-06-13,Ghana WEb and Critica .com,Partially Verified,8.433601232000001,-77.63891945,['Ghana'],['Drowning/Asphyxiation']
130178,130178,Hit by train,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2015-06-16,Noticiero Televisa,Partially Verified,25.69566745,-100.3290184,['Honduras'],['Vehicular/Mechanical']
130179,130179,Presumed drowning,Central America & Mexico,Guatemala,0.0,1.0,U.S./Mexico Border,2015-12-08,Grupo NVI Noticias,Unverified,28.76170809,-100.53334670000001,['Guatemala'],['Drowning/Asphyxiation']
130977,130977,Presumed hypothermia,Caribbean,Dominican Republic,0.0,1.0,South America,2016-11-18,CDN,Partially Verified,-19.69999756,-68.88332750000001,['Dominican Republic'],['Exposure']
130978,130978,Drowning,Sub-Saharan Africa,Nigeria,0.0,1.0,Europe,2016-11-21,San Remo News,Partially Verified,43.79080673,7.605632529,['Nigeria'],['Drowning/Asphyxiation']
130979,130979,Drowning,Sub-Saharan Africa,Reported as unspecified national of Sub-Saharan Africa,0.0,1.0,Mediterranean,2016-11-24,EFE,Partially Verified,35.89027846,-5.317298477,['Unknown'],['Drowning/Asphyxiation']
131377,131377,Dehydration,Unknown,Unknown,0.0,8.0,Mediterranean,2016-11-25,Times of Malta,Verified,35.2083686,14.89304994,['Unknown'],['Exposure']
131778,131778,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-11-08,Pima County Office of the Medical Examiner,Verified,32.5788,-112.07773,['Unknown'],['Unknown']
131779,131779,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-11-15,Pima County Office of the Medical Examiner,Verified,32.26808,-111.91801000000001,['Unknown'],['Unknown']
131780,131780,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-11-15,Pima County Office of the Medical Examiner,Verified,31.724166999999998,-111.9245,['Unknown'],['Unknown']
131781,131781,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-11-22,Pima County Office of the Medical Examiner,Verified,31.896033000000003,-111.670983,['Unknown'],['Unknown']
131782,131782,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-11-28,Pima County Office of the Medical Examiner,Verified,31.915640000000003,-111.7579,['Unknown'],['Unknown']
131783,131783,Fell from train,Central America & Mexico,Honduran,0.0,1.0,Central America & Mexico,2016-11-28,Aldofo Flores Noticias,Verified,18.50944561,-96.46764834,['Honduras'],['Vehicular/Mechanical']
131784,131784,Hit by truck,Unknown,Unknown,0.0,2.0,Europe,2016-12-02,AP,Partially Verified,47.49113816,12.06141673,['Unknown'],['Vehicular/Mechanical']
132177,132177,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-11-03,Pima County Office of the Medical Examiner,Verified,31.723883,-112.106567,['Unknown'],['Unknown']
132178,132178,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2016-11-17,Pima County Office of the Medical Examiner,Unverified,32.00034716,-112.00345559999998,['Unknown'],['Unknown']
132179,132179,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-11-23,Pima County Office of the Medical Examiner,Verified,31.831217,-111.91813300000001,['Unknown'],['Unknown']
132180,132180,Hypothermia,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-11-26,Pima County Office of the Medical Examiner,Verified,32.287366999999996,-111.69123300000001,['Mexico'],['Exposure']
132181,132181,Hypothermia,Unknown,Unknown,0.0,2.0,Mediterranean,2016-12-03,Medicines Sans Frontieres,Partially Verified,34.44426848,14.32641171,['Unknown'],['Exposure']
132182,132182,Drowning,Mixed,Unknown,6.0,14.0,Mediterranean,2016-12-03,IOM Italy,Verified,34.71059417,13.98905405,['Unknown'],['Drowning/Asphyxiation']
132577,132577,Hit by train,Horn of Africa,Eritrea,0.0,1.0,Europe,2016-11-23,Express UK,Partially Verified,46.49271964,11.33357872,['Eritrea'],['Vehicular/Mechanical']
132578,132578,Drowning,South East Asia,Myanmar (Rohingya),4.0,26.0,Southeast Asia,2016-12-05,Al Jazeera,Partially Verified,19.8945115,91.77376131,['Myanmar (Burma)'],['Drowning/Asphyxiation']
132579,132579,Drowning,Unknown,Unknown,0.0,4.0,Mediterranean,2016-12-04,UNHCR,Partially Verified,35.59308945,15.29847644,['Unknown'],['Drowning/Asphyxiation']
132580,132580,Hypothermia,Unknown,Unknown,0.0,2.0,Mediterranean,2016-12-06,UNHCR,Verified,34.75974926,14.47932444,['Unknown'],['Exposure']
132581,132581,Presumed hypothermia,Unknown,Dominican Republic,0.0,1.0,South America,2016-10-30,El gobierno de la linea,Partially Verified,-20.47804507,-68.60058703,['Dominican Republic'],['Exposure']
132979,132979,Presumed drowning,Horn of Africa,Unknown,20.0,0.0,Horn of Africa,2016-12-06,AFP,Partially Verified,12.49616573,52.71811499,['Unknown'],['Drowning/Asphyxiation']
133377,133377,,Unknown,Unknown,0.0,6.0,Mediterranean,2016-12-10,"IOM Italy, AFP",Verified,35.41699416,13.86058174,['Unknown'],['Unknown']
133378,133378,,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,0.0,2.0,Mediterranean,2016-12-09,IOM Tunisia,Verified,33.25572826,11.24386279,['Unknown'],['Unknown']
133379,133379,,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,0.0,1.0,Mediterranean,2016-12-08,IOM Tunisia,Verified,33.50569657,11.11878209,['Unknown'],['Unknown']
133380,133380,Hit by train,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2016-12-07,Laguna Multimedios,Partially Verified,25.50424256,-103.410196,['Honduras'],['Vehicular/Mechanical']
133381,133381,Heart attack,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2016-11-29,Codigo San Luis,Partially Verified,22.16757,-100.97539350000001,['Honduras'],['Medical/Illness']
133777,133777,Asphyxiation (Silica sand inhalation),Central America & Mexico,Guatemala,0.0,1.0,Central America & Mexico,2016-12-07,Noreste,Verified,18.821360000000002,-97.16518,['Guatemala'],['Drowning/Asphyxiation']
133778,133778,Fell from wall,Central America & Mexico,El Salvador,0.0,1.0,U.S./Mexico Border,2016-03-29,canalestrellatv,Partially Verified,31.3377623,-110.58689299999999,['El Salvador'],['Vehicular/Mechanical']
133779,133779,Drowning,Central America & Mexico,Unknown,0.0,1.0,Central America & Mexico,2016-12-09,El Sol de Puebla,Partially Verified,14.81490683,-92.54349599,['Unknown'],['Drowning/Asphyxiation']
134177,134177,Drowning,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,0.0,11.0,Mediterranean,2016-12-04,IOM Libya,Verified,32.99475788,13.37045003,['Unknown'],['Drowning/Asphyxiation']
134178,134178,,Unknown,Unknown,0.0,5.0,Mediterranean,2016-12-05,IOM Libya,Verified,32.8914683,13.36428915,['Unknown'],['Unknown']
134179,134179,,Mixed,Unknown,0.0,15.0,Mediterranean,2016-12-10,IOM Libya,Verified,32.88108931,13.39930807,['Unknown'],['Unknown']
134180,134180,Vehicle accident,Central America & Mexico,Honduras,0.0,2.0,Central America & Mexico,2016-12-13,El Sol de Tlaxcala,Partially Verified,14.83629515,-92.45180897,['Honduras'],['Vehicular/Mechanical']
134181,134181,Drowning,Mixed,Unknown,20.0,0.0,Mediterranean,2016-12-13,IOM Italy,Partially Verified,35.21765455,16.32909867,['Unknown'],['Drowning/Asphyxiation']
134183,134183,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,Horn of Africa,Unknown,0.0,6.0,North Africa,2016-06-18,Regional Mixed Migration Secretariat,Partially Verified,24.00877892,32.93312837,['Unknown'],"['Exposure', 'Medical/Illness']"
134577,134577,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Other,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-01-08,Regional Mixed Migration Secretariat,Unverified,18.56628418,29.35552979,['Unknown'],"['Exposure', 'Medical/Illness']"
134578,134578,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-01-10,Regional Mixed Migration Secretariat,Unverified,22.01812744,31.51708984,['Unknown'],['Medical/Illness']
134579,134579,Vehicle_Accident,Horn of Africa,Unknown,0.0,2.0,Horn of Africa,2016-01-10,Regional Mixed Migration Secretariat,Unverified,14.28051758,36.61749268,['Unknown'],['Vehicular/Mechanical']
134580,134580,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-01-10,Regional Mixed Migration Secretariat,Unverified,22.01812744,31.51708984,['Unknown'],"['Exposure', 'Medical/Illness']"
134581,134581,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-01-10,Regional Mixed Migration Secretariat,Unverified,23.53009033,22.28027344,['Unknown'],"['Exposure', 'Medical/Illness']"
134582,134582,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-01-10,Regional Mixed Migration Secretariat,Unverified,9.611083984,43.41729736,['Unknown'],"['Exposure', 'Medical/Illness']"
134583,134583,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-01-10,Regional Mixed Migration Secretariat,Unverified,8.587280273,48.34527588,['Unknown'],['Medical/Illness']
134584,134584,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-01-12,Regional Mixed Migration Secretariat,Unverified,21.84649658,31.45672607,['Unknown'],"['Exposure', 'Medical/Illness']"
134585,134585,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-01-12,Regional Mixed Migration Secretariat,Unverified,8.488098145,47.36248779,['Unknown'],"['Exposure', 'Medical/Illness']"
134586,134586,Vehicle_Accident,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-01-15,Regional Mixed Migration Secretariat,Unverified,30.69769287,32.6295166,['Unknown'],['Vehicular/Mechanical']
134587,134587,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-01-15,Regional Mixed Migration Secretariat,Unverified,15.50067139,32.55987549,['Unknown'],['Medical/Illness']
134588,134588,Sickness_and_lack_of_access_to_medicines Dehydration Shot_or_Stabbed,Horn of Africa,Unknown,0.0,4.0,Sub-Saharan Africa,2016-01-18,Regional Mixed Migration Secretariat,Unverified,-4.135375977,39.78027344,['Unknown'],"['Exposure', 'Violence/Homicide', 'Medical/Illness']"
134589,134589,Dehydration,Horn of Africa,Unknown,0.0,14.0,North Africa,2016-01-19,Regional Mixed Migration Secretariat,Unverified,23.3112793,21.85687256,['Unknown'],['Exposure']
134590,134590,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-01-19,Regional Mixed Migration Secretariat,Unverified,9.4453125,42.80267334,['Unknown'],"['Exposure', 'Medical/Illness']"
134591,134591,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-01-20,Regional Mixed Migration Secretariat,Unverified,8.408508301,48.48370361,['Unknown'],"['Exposure', 'Medical/Illness']"
134592,134592,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,Unknown,0.0,2.0,Horn of Africa,2016-01-20,Regional Mixed Migration Secretariat,Unverified,9.439086913999999,43.86291504,['Unknown'],"['Exposure', 'Medical/Illness']"
134593,134593,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-01-20,Regional Mixed Migration Secretariat,Unverified,15.50689697,36.561279299999995,['Unknown'],['Violence/Homicide']
134594,134594,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-01-20,Regional Mixed Migration Secretariat,Unverified,19.33508301,28.93811035,['Unknown'],"['Drowning/Asphyxiation', 'Exposure', 'Medical/Illness']"
134595,134595,Vehicle_Accident,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-01-20,Regional Mixed Migration Secretariat,Unverified,17.70147705,34.00848389,['Unknown'],['Vehicular/Mechanical']
134596,134596,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-01-21,Regional Mixed Migration Secretariat,Unverified,14.57067871,39.4216919,['Unknown'],['Violence/Homicide']
134597,134597,Vehicle_Accident,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-01-29,Regional Mixed Migration Secretariat,Unverified,17.69311523,34.04290772,['Unknown'],['Vehicular/Mechanical']
134598,134598,Vehicle_Accident,Horn of Africa,Unknown,0.0,3.0,North Africa,2016-01-29,Regional Mixed Migration Secretariat,Unverified,21.88348389,32.70629883,['Unknown'],['Vehicular/Mechanical']
134599,134599,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-01-29,Regional Mixed Migration Secretariat,Unverified,24.24847412,33.02490234,['Unknown'],"['Exposure', 'Medical/Illness']"
134600,134600,Vehicle_Accident,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-01-30,Regional Mixed Migration Secretariat,Unverified,30.06872559,31.33551025,['Unknown'],['Vehicular/Mechanical']
134601,134601,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,5.0,North Africa,2016-02-05,Regional Mixed Migration Secretariat,Unverified,12.95349121,36.14611816,['Unknown'],['Violence/Homicide']
134602,134602,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-06,Regional Mixed Migration Secretariat,Unverified,30.26068115,33.00292969,['Unknown'],['Exposure']
134603,134603,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-02-07,Regional Mixed Migration Secretariat,Unverified,9.422485352,42.95391846,['Unknown'],['Medical/Illness']
134604,134604,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-02-07,Regional Mixed Migration Secretariat,Unverified,8.469482422,47.36590576,['Unknown'],['Medical/Illness']
134605,134605,Excessive_physical_abuse,Horn of Africa,Unknown,0.0,2.0,North Africa,2016-02-07,Regional Mixed Migration Secretariat,Unverified,12.95391846,36.11608887,['Unknown'],['Violence/Homicide']
134606,134606,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,7.0,North Africa,2016-02-07,Regional Mixed Migration Secretariat,Unverified,27.02050781,14.63110352,['Unknown'],['Medical/Illness']
134607,134607,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,1.0,North Africa,2016-02-07,Regional Mixed Migration Secretariat,Unverified,14.02429199,35.36871338,['Unknown'],['Medical/Illness']
134608,134608,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,Unknown,0.0,4.0,North Africa,2016-02-07,Regional Mixed Migration Secretariat,Unverified,22.27508545,21.75292969,['Unknown'],"['Exposure', 'Medical/Illness']"
134609,134609,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-02-10,Regional Mixed Migration Secretariat,Unverified,10.35870361,44.87652588,['Unknown'],"['Exposure', 'Medical/Illness']"
134610,134610,Shot_or_Stabbed,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2016-02-11,Regional Mixed Migration Secretariat,Unverified,12.60308838,37.4520874,['Unknown'],['Violence/Homicide']
134611,134611,Sickness_and_lack_of_access_to_medicines,Horn of Africa,Unknown,0.0,7.0,North Africa,2016-02-11,Regional Mixed Migration Secretariat,Unverified,23.20129395,22.1428833,['Unknown'],['Medical/Illness']
